CUMULATIVE PADA INDEX OF METRIC SAIVA TEXTS


Contributors:
Dominic Goodall, Reinhold Gruenendahl, Oliver Hellwig, 
Harunaga Isaacson, Nibedita Rout, S.A.S. Sarma,R. Sathyanarayanan, 
Peter Schreiner, Somadeva Vasudeva, Mei Yang
(For details see the files of the individual texts.)

         


Currently comprising the GRETIL versions of:

BhStc_ = Bhatta Narayana: Stavacintamani
CakBhst_ = Cakrapaninatha: Bhavopaharastotra 
Dka_ = Devikalottara-Agama (Devikalottaragama)
GorS(1)_ / GorS(2)_ = Goraksanatha (=Gorakhnath): Goraksasataka (2 versions)
JsSpst_ = Jnanasambhu: Sivapujastava
KubjT_ = Kubjikamatatantra
MrgT_ = Mrgendragama [or Mrgendratantra]
Saul_ = Saundaryalahari (attrib. to Samkara)
SUp_ = Siva-Upanisad
SvaT_ = Svacchandatantra [or Svacchandabhairavatantra]
ToT_ = Todalatantra
VT_ = Vinasikhatantra



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ð             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ý             253   
visarga                 þ             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________




a-u-ma-kàrasaüyuktaü  KubjT_8.59c
laïkà tasyoparisthità  SvaT_10.259d
laïghanaü samayànàü tu  KubjT_24.167c
laïghane samayànàü ca  KubjT_5.46a
laïghayan narakaü vrajet  SUp_7.28d
la-chau stanau prakãrtitau  KubjT_24.25b
lajjàto rabhasodità  KubjT_2.14d
lajjàyamànena sakopanena  KubjT_3.18a
lajjàlukà ca gorambhà  SvaT_6.66c
la-ñha-madhyàsanàsãnaü  KubjT_7.64c
laóahaiva sa vij¤eyaþ  KubjT_25.6c
latàkastårikotpalam  SUp_6.50d
la pinàkã sthito màüse  KubjT_24.5c
lapsyase nàtha kathyatàm  BhStc_56d
labãjaü jãvasaüviùñaü  Stk_21.14a
labdhaü ÷astrahataü viduþ  SvaT_15.22d
labdhàdhikàro hçùñàtmà  SvaT_4.480c
labdhànuj¤aþ prahçùñàtmà  SvaT_4.55a
labdhànuj¤àtamàtmànaü  SvaT_4.226a
labdhànuj¤o mçùà jàtu  MrgT_3.92c
labdhuü dhàma namàmi tam  BhStc_33d
labdhvà devebhya àdaràt  SvaT_4.15d
labdh[v]à praõayasadbhàvaü  KubjT_1.31a
labhate càbhiùekataþ  KubjT_22.63b
labhate nàtra saü÷ayaþ  SvaT_4.296b
labhate padamai÷varam  SvaT_4.79b
labhate mokùamakùayam  Dka_12d
labhate svapnayogena  KubjT_23.25c
labhanãyaü ya÷asvini  VT_192b
labhyate paramaü padam  KubjT_19.96d
labhyate bhava kutràü÷e  BhStc_53c
labhyante ca sahasradhà  KubjT_15.42b
lampañà àmiùapriyà  KubjT_21.24d
lampaño ghaõñakarõa÷ ca  KubjT_2.98c
lambakarõã ca kàkinã  KubjT_15.48b
lambakarõã mahadbhutà  KubjT_15.53b
lambakaü tu vidàrayet  KubjT_23.159b
lambakàmçtasantçpto  KubjT_23.159c
lambakaiþ såtradàmnà ca  SUp_6.137a
lambajà pràõahàmukhã  KubjT_21.26d
lambayà nityabhåùità  SvaT_10.767b
lambàkhye parame devi  KubjT_24.123c
lambà lambamukhã tathà  KubjT_21.26b
lambà lambastanã suùkà  KubjT_14.89a
lambikà kevalàpy ataþ  KubjT_24.46d
lambikànte nive÷ayet  KubjT_6.62d
lambikà sà samàkhyàtà  KubjT_15.68c
lamboùñhã dãrghadaüùñrà ca  KubjT_21.26c
lamboùñho vajranàsikaþ  SvaT_10.49d
laya oükàramårdhani  Stk_13.6b
layabhogàdhikàravàn  SRtp_182b
layabhogàdhikàrikà  KubjT_15.71d
layabhogàdhikàriõàm  SRtp_287d
layabhogàdhikàriõã  SRtp_181b
layabhogàdhikàreùu  SRtp_283c
layavi÷leùakàriõe  CakBhst_3b
layaü kçtvà suràdhipe  KubjT_8.64b
layaü yànti punas tatra  KubjT_15.42c
layaþ paramayà prãtyà  SvaT_4.120c
layaþ syàd vyàpinãpade  KubjT_13.86b
layàtãtas tu mokùadaþ  KubjT_4.65b
layàtãtà aråpà tu  KubjT_5.95a
layàtãte tu koñayaþ  KubjT_5.108d
layànte merusaüsthitam  KubjT_5.113b
laye tu lakùabhedo vai  KubjT_5.108c
layoccàravinirmuktaü  KubjT_19.90c
layo 'tikràntabindukaþ  SRtp_180b
layo niùkçtireva ca  SvaT_4.163d
layo vai pårvavadbhavet  SvaT_4.187b
lalanàghaõñike yojya  KubjT_7.85a
lalanà lalitaiþ padaiþ  MrgT_1,13.34b
lalàñakaõñhavakùasthaü  KubjT_17.83a
lalàñasthaü viràjate  SvaT_10.718b
lalàñasthà viràjate  KubjT_17.96d
lalàñastho mahe÷varaþ  Stk_23.11b
lalàñaü calate yasya  KubjT_23.32c
lalàñaü dar÷ayedyà tu  SvaT_15.25a
lalàñaü làvaõyadyutivimalam àbhàti tava yad  Saul_46a
lalàñàntamavasthitaþ  SvaT_5.76d
lalàñànte samuccaret  SvaT_4.353d
lalàñànmårdhaparyantaü  SvaT_4.265c
lalàñe jhimijhimàyate  SvaT_4.377d
lalàñe tvã÷varaü dhyàyed  Stk_2.13c
lalàñe bhartàraü caraõakamale tàóayati te  Saul_86b
lalàñe'mçtasaücayam  ToT_4.10d
lalàñordhvaü kule÷asya  KubjT_11.92a
lalàtaü ca vicakùaõaþ  VT_271b
lalitaü siddhasaüj¤akam  MrgT_3.46d
lalitaþ siddharudra÷ca  SvaT_10.1199a
lavaõaü kañu tiktakam  SvaT_12.28b
lavaõànparikalpayet  SvaT_2.133d
lavaõàmbhaþ sthitaü bahiþ  SvaT_10.268d
lavaõodadhiparyantaü  SvaT_10.198a
lavaõodadhiparyantàþ  SvaT_10.202c
lavadvayaü nimeùastu  SvaT_11.202a
la÷unaü nàsikàvasthaü  KubjT_25.229a
laharã yadi notkùipet  SRtp_15d
laübãjasya bindumadhye  ToT_8.9a
laübãjaü càti÷obhanam  ToT_8.8d
làkinãsahito rudro  ToT_7.28a
làkulam arghinà yuktaü  KubjT_18.18a
làkulam arghinà yuktaü  KubjT_18.26c
làkulaü tadanantaram  KubjT_18.4d
làkulaü tu tato deyaü  KubjT_18.10a
làkulaü punar uddhçtya  KubjT_18.5c
làkulaü bhçgusaüsthaü hi  KubjT_18.30c
làkulaü raktasaüsthitam  KubjT_18.27b
làkulànanda madhyasthaü  KubjT_10.128a
làkulà mauùalà÷ caiva  KubjT_5.53a
làkulã tadanantaram  KubjT_18.7b
làkulã bhçgusaüyuktaü  KubjT_18.16a
làkulã÷aü punar bhadre  KubjT_18.21a
làkulã÷aü samuddharet  KubjT_18.10d
làkulã÷aü samuddharet  KubjT_18.20d
làkulyamarapuùkaràþ  MrgT_1,13.136d
làkùàpralepamàüsàda-  MrgT_1,13.17c
làkùàrasasamaprabhau  VT_175b
làkùàrasasavarõàni  SvaT_10.696a
làkùàlaktakasaïkà÷àü  KubjT_6.39a
làkùàü pràõyaïgavarjitàm  SUp_4.33b
làïgali÷càtidaõóakaþ  SvaT_10.1056d
làïgalã dakùiõe kukùau  KubjT_12.34a
làïgulã÷o 'tha dàrukaþ  KubjT_10.124d
làjàkùatàþ sagodhåmàþ  SUp_4.46a
là¤chayettu varànane  SvaT_5.31b
là¤chitàni tu pårvavat  VT_136b
làti yasmàd yamàtãtaü  KubjT_25.0*2c
làdistrisvarasambhinno  SvaT_1.74c
làntãsagatilitena ? tu  VT_365b
làbhastasya bhavettadà  SvaT_7.199b
làbhasthitinibandhanam  SRtp_121b
làbhaþ siddhacaro÷caiva  SvaT_4.11a
làmà vinàyakã devã  KubjT_17.100a
làlà caiva varànane  SvaT_6.69d
likùà yåkà yavo 'pyevam  MrgT_1,13.7a
likùà÷càùñau viduryåkàü  SvaT_10.18a
likùeti parikãrtità  SvaT_10.17d
likhitavyaü sakruddhena  KubjT_7.100c
likhitvà tàpayet pa÷càj  KubjT_7.101c
likhitvà maõóalaü ÷ubham  VT_94d
likhitvà maõóalaü ÷ubham  VT_116b
likhitvà hçdaye kuryàd  VT_273a
likhecca tadanantaram  SvaT_9.88b
likhec ca susamàhitaþ  VT_220d
likhet pårvamukho bhåtvà  KubjT_23.65c
likhedàvaraõatrayam  Stk_7.4d
likhed evaü krameõa tu  KubjT_4.79b
likhen nàmàkùaraü tatra  VT_152a
likhyàkùaraü yathoditam  KubjT_24.64d
liïgacchidraü samàkçùya  ToT_8.19c
liïgacchidraü svavaktreõa  ToT_8.15c
liïgatçtãyabhàgena  SUp_2.2c
liïgadhyànaü tu yaþ kuryàt  SvaT_12.139a
liïgapaïkamalaü tathà  KubjT_25.226b
liïgapåjà prakãrtità  ToT_8.22d
liïgapårõaü mahàvanam  KubjT_2.25d
liïgapratiùñhàü kurvãta  SUp_2.22c
liïgabhedã gurus tu saþ  KubjT_23.104b
liïgamadhye mahattejo  ToT_8.20c
liïgamànam idaü smçtam  SUp_2.7d
liïgam àyatanaü ceti  SUp_1.37c
liïgamårdhani tàóayet  SvaT_13.40d
liïgamålaü yad akùaram  KubjT_20.53d
liïgamålaü spç÷ed budhaþ  SUp_2.24d
liïgam oükàram iùyate  SUp_1.24d
liïgarandhraü tu randhrasthaü  KubjT_13.14c
liïgaråpadhara÷ càhaü  KubjT_12.71c
liïgasaüj¤à tu nàmasya  KubjT_20.53a
liïgasaüsthàpane'pi và  KubjT_20.28d
liïgaü nirmàya yatnataþ  ToT_5.15b
liïgaü pàrthivam arcayan  SUp_3.12b
liïgaü pravi÷ya medhàvã  KubjT_12.88c
liïgaü maõijam arcayet  SUp_3.9d
liïgaü và kãlayet tataþ  VT_277d
liïgaü santoùajananaü  SvaT_15.8c
liïgàkàro vyavasthitaþ  KubjT_12.72b
liïgàdinàbhiparyantaü  ToT_7.14a
liïgàdhàraü vibhuü priye  KubjT_25.86d
liïgàdhàraü ÷çõu priye  KubjT_13.37b
liïgàràdhanatatparàþ  SvaT_10.608d
liïginastarpayettataþ  SvaT_4.534b
liïgino na jugupsayet  SvaT_5.48d
liïgino và dvijanmà và  KubjT_10.144c
liïge dakùiõamårtau và  KubjT_22.52c
liïge dakùiõamårtau và  KubjT_22.52c
liïgedaü sarvatomukham  KubjT_12.78b
liïge vai pa÷cimàmukhe  KubjT_23.149d
liïge saüpåjitaþ ÷ivaþ  SUp_7.73b
liïge svàdhiùñhito yena  KubjT_13.1c
liïgoddhàravidhàne ca  Stk_8.24a
lipyate na ca karmaõà  GorS(2)_66 (=HYP 3.40)b
lipyate na sa pàpena  GorS(2)_89c
lipseran nopakàraü ke  BhStc_64c
lãnaü ÷uddhaü vibhàvayet  SvaT_4.154b
lãnaü saütiùñhate jagat  SvaT_11.288b
lãnaþ samarasãgataþ  SvaT_4.400b
lãyate so 'pyanante÷e  SvaT_11.306c
lãlayà sàdhayet sarvàn  SvaT_11.190a
lãlà caivàõavà proktà  KubjT_25.180a
lubdhakruddheùu duùñeùu  KubjT_23.127c
lubdhakruddheùu suptake  KubjT_23.88b
lubdho garvitamçùñà÷ã  SvaT_8.5c
låtàcipiñagaõóayoþ  KubjT_5.61d
låtà da÷aguõaü caiva  KubjT_8.97a
lekhanàdiprayogeõa  KubjT_23.63c
lekhya màtrà na saü÷ayaþ  KubjT_7.98b
lepanaü tena kàrayet  SvaT_2.185d
lepanàt siüharåpadhçk  KubjT_10.35b
lelihànaü sudàruõam  KubjT_11.61d
le÷ato vartitaü mayà  SvaT_4.224b
le÷àtsàmànyalakùaõam  MrgT_1,11.1b
le÷àllakùaõamucyate  MrgT_1,10.26b
le÷oditàbhiriti ye vidurã÷atattvam  MrgT_1,5.18b
lehyapeyàni yàni ca  SvaT_2.135b
lokakautåhalaü pàpaü  SUp_7.59c
lokadharmiõyatoõyathà  SvaT_4.482b
lokadharmiõyato 'nyathà  SvaT_4.143b
lokadharmiõyasau j¤eyà  SvaT_4.144a
lokadhãguru÷àstrebhyo  MrgT_1,10.28a
lokanàtha jagatpate  Stk_1.1b
lokapàlayudhàni vai  SvaT_2.126b
lokapàlasamà÷rayà  MrgT_1,13.45b
lokapàlàn prapåjayet  SvaT_3.90b
lokapàlànprapåjayet  Stk_7.9d
lokapàlàùñakaü ca te  SvaT_7.44b
lokapàlàüstathoddhçtya  SvaT_1.87a
lokapàlàüstadastràõi  SvaT_3.18a
lokapàlàüstu saüpåjya  SvaT_4.30c
lokapàlàüstu saüpåjya  SvaT_4.40a
lokapàlàþ sthitàstatra  SvaT_10.332c
lokapàlàþ sthitàste vai  SvaT_10.335a
lokapàlairvçto 'sau hi  SvaT_10.129c
lokapravçttihetvarthe  KubjT_25.98a
lokamàrgavi÷àradam  KubjT_3.44b
lokavàdàþ kva sàdhavaþ  MrgT_1,1.9d
lokàkùaþ sårya eva ca  SvaT_10.1053d
lokàgnyantaü vidhànataþ  SvaT_2.197d
lokàcàraü ca sarva÷aþ  Dka_64d
lokàtãtaü tu tajj¤ànam  SvaT_11.182c
lokàdhipà÷ca deve÷i  SvaT_11.269a
lokànàü caiva saptànàü  SvaT_11.230c
lokànàü tu hitàrthàya  SvaT_10.180a
lokànàü hitakàmyayà  SvaT_10.484d
lokànugrahakàrakaþ  SvaT_4.411d
lokànugrahakàrakàþ  SvaT_10.1063d
lokànugrahahetvarthaü  KubjT_2.35c
lokàbhyàmavadhàritam  SRtp_192d
lokàlokaniyàmakaþ  MrgT_1,13.110d
lokàloka÷ca parvataþ  MrgT_1,13.36d
lokàlokastvataþ param  SvaT_10.330b
lokàlokaü caturthakam  KubjT_20.15d
lokàlokaü caràcaram  KubjT_10.8d
lokàlokàntasaüsthitam  KubjT_2.64d
lokàlokàvasànai÷ca  SvaT_10.786c
lokàlokeùu påjyate  KubjT_12.50b
lokàlokopariùñàttu  SvaT_10.336c
lokàloko bahistasyà  MrgT_1,13.110c
lokà÷ca pa÷avaþ proktàþ  SvaT_11.183a
loke tadupadi÷yate  SvaT_7.72d
loke prasiddham evaü hi  KubjT_4.12a
loke pràpya ya÷o dãptaü  MrgT_3.52a
loke bhogàn avàpnuyàt  SUp_6.47b
loke vapuùmato dçùñaü  MrgT_1,3.7c
lokeùu ye sthità lokà  SvaT_11.235c
loke saügçhya nàgànàü  SvaT_8.38a
loko 'yaü ÷aïkaràtmakaþ  Dka_81d
locanaü kùurikàü tathà  SvaT_2.165b
locanàstraü prakalpayet  SvaT_1.71d
locane mårdhni saüsthitàþ  SvaT_7.310d
lopye niùkadvayasya ca  KubjT_23.153b
lobhamohaþ prakãrtitaþ  KubjT_10.74d
lobhamohàsamanvitàþ  Stk_1.2d
lobhàyàpi namas tasmai  BhStc_47c
lobhena ca samanvayaþ  SvaT_12.70d
lomajvàlàþ sujàjvalàþ  SvaT_10.24d
lomni kåpe sapàdàrdha-  ToT_8.2a
lolàkhyà sà prakãrtità  KubjT_25.179d
lolãbhåtaü vicintayet  SvaT_4.299d
lolãbhåtàs tu te sarve  KubjT_1.79c
lolupàdau tu catvàri  KubjT_12.11c
lolupàdyena gçhyate  KubjT_12.17b
lolupà ràgavatyà ca  KubjT_11.114a
lolupà lohitàmukhã  KubjT_21.24b
loùñakaõñakavàlukàþ  SvaT_12.11d
loùñakàùñhaiþ kareõa và  SUp_7.54b
lohake sàdhanaü yathà  KubjT_23.149b
lohacårõavimi÷ritàm  SvaT_13.34d
lohajaïghàtijaïghà ca  KubjT_21.56c
lohadaõóakarodyatam  SvaT_7.276d
lohapa¤jara eva ca  SvaT_10.47b
lohapràkàramaõóalà  MrgT_1,13.49b
loha÷ca ÷almali÷caivàpy  SvaT_10.84a
lohastambho 'tha viõmåtras  MrgT_1,13.19a
lohaü tripàdikaü dattvà  SUp_6.269c
lohàdi pàõiùaóóhàstaü  MrgT_3.App.2c
lohàdyaü ÷ivayogine  SUp_6.235b
lohàdyàü ÷ivayogine  SUp_6.234b
lohitaü jhaõñinàhatam  KubjT_18.16d
lohitaü tadanantaram  KubjT_18.11b
lohitaü tu punaþ pa÷càn  KubjT_18.20a
lohitaü tu mahàràjaþ  GorS(2)_72d
lohitàkhyaü ÷ikhãnàthaü  KubjT_12.36a
lohite brahmahatyà tu  KubjT_19.53a
lohe và parikalpite  SUp_7.49b
lohopakaraõaü mahat  SUp_6.241b
lohopakaraõe bhavet  SUp_6.242b
laukikaü devi vij¤ànaü  SvaT_11.43c
laukikàdi÷ivàntàni  SvaT_8.30a
laukikàdyeùu j¤àneùu  SvaT_11.188a
laukikàdyeùu ye sàdhyà  SvaT_11.189c
laukikànàü punaþ sçùñiþ  SvaT_11.185c
laukikena tu mànena  SvaT_11.213a
laukikena tu mànena  SvaT_11.227a
laukikena tu mànena  SvaT_11.255c
laukikena tu mànena tv  SvaT_11.214a
laukikaiþ kathayàmi te  SvaT_11.221b
laulyacàpalyavarjitam  KubjT_3.46b
laulyàrthe ye sthitànaghe  KubjT_5.72b
va kaõñhe ÷ikhivàhinã  KubjT_17.99d
va kaõñhe ÷ikhivàhinyà  KubjT_24.29c
vakàramadhyagà caiva  VT_296c
vakàreõa tataþ priye  SvaT_9.87d
vakàre devatà hy etàþ  KubjT_21.100a
vaktavyaü kinnibandhanam  MrgT_1,7.2b
vaktavyaü deva saürakùa  SvaT_9.81a
vaktàhaü bodhako hy aham  KubjT_12.14d
vaktumarhasi devaiùàü  Stk_1.3c
vaktum arhasi ÷aïkara  VT_139d
vaktrakoñi÷atena ca  ToT_6.17b
vaktrajvàlà jañàjvàlà  SvaT_10.24c
vaktrapa¤cakasaüyukto  SvaT_10.1191c
vaktrapa¤cakasaüyutà  SvaT_1.76b
vaktramaõóalaniþsçtam  KubjT_13.15b
vaktramantràstu vàcakàþ  SvaT_5.12d
vaktramudghàñayettataþ  SvaT_6.36d
vaktramårdhni bhayaü vindyàn  KubjT_19.52c
vaktrasaüdhànakaü vaktrair  SvaT_2.240a
vaktrasaüdhi÷ca vaktrabhyàü  SvaT_2.274c
vaktrasaüdhiþ prakãrtitaþ  SvaT_2.242d
vaktrasya syandane ràtrau  MrgT_3.108c
vaktràïgànàü da÷àü÷akam  SvaT_2.277b
vaktràõàü niùkçtiü tadvad  SvaT_2.211a
vaktràõàü pa¤cakaü devi  SvaT_2.170a
vaktràõàü bhairaveõa tu  SvaT_2.256d
vaktràõi kalpayetpa÷càd  SvaT_2.48a
vaktràõi kalpayeddevi  SvaT_2.85a
vaktràõi ÷odhyànyasinà  SvaT_2.217e
vaktràõyuddhàñayetpa÷càd  SvaT_2.217c
vaktràdyanyatamaü guõam  MrgT_3.109b
vaktràbhighàro vaktraistu  SvaT_2.218a
vaktreõaivàhutitrayàt  SvaT_2.217d
vaktre tu dakùiõe tasya  SvaT_10.859a
vaktre vaktre trayaü trayam  SvaT_2.218b
vaktrevaktre pratiùñhitàþ  SvaT_2.265b
vaktreùveva niyojayet  SvaT_1.49b
vakranàsà bhaved yasya  KubjT_23.39c
vakùo-nyasta-hanur nipãóya suciraü yoniü ca vàmàïghriõà  GorS(1)_33a
vakùo-nyasta-hanur nipãóya suciraü yoniü ca vàmàïghriõà  GorS(2)_59 (=1|33)a
vakùyate ÷aktinirõaye  SRtp_143b
vakùyante bhuvanàdhvani  SvaT_4.123d
vakùyamàõàrthasaüskçtam  MrgT_1,10.23d
vakùyamàõena cànena  VT_68c
vakùyamàõaikaråpakam  SvaT_4.271b
vakùyamànaü nibodhata  KubjT_4.58b
vakùyamànena kàrayet  KubjT_6.47d
vakùye j¤ànàmçtamidaü  SvaT_10.709c
vakùye niràkulaü j¤ànaü  MrgT_1,1.29c
va khaógã÷aþ sirànvitaþ  KubjT_24.5b
va-kha-pårvadvayoddhçtya  KubjT_23.92c
vagalà kårmamårtikà  ToT_10.9b
vagalàyà dakùabhàge  ToT_1.14a
vagã÷ãü kalpayettatra  SvaT_4.185c
vaïgàlaü kàmaråpakam  KubjT_5.66d
vacanàdànasaühlàda-  MrgT_1,12.8a
vacaneùyàrhatà bhavet  SvaT_4.78b
vaca÷ ceta÷ ca kàryaü ca  BhStc_119a
vacasà taj jayed bãjaü  GorS(2)_88a
vacobhir vàgdevãvadanakamalàmodamadhuraiþ  Saul_17d
vajrakaõaþ kañàha÷ca  SvaT_10.48a
vajrakesarakarõike  SvaT_10.812b
vajrakodaõóakàntaram  KubjT_13.74b
vajratuõóa÷ca ÷akuniþ  SvaT_10.36c
vajratuõóã vçkodarã  KubjT_21.71d
vajradaõóakçtàñopaü  SvaT_2.92c
vajradehaþ prabhu÷caiva  SvaT_10.1107a
vajradehaþ pramardanaþ  SvaT_10.624b
vajradehà manonmanã  KubjT_17.78b
vajrapadmàïkitaü divyaü  KubjT_15.40c
vajrapadmàsanàråóhàþ  KubjT_15.49a
vajrapadmàsanàsãnà  KubjT_15.82a
vajrapràkàratoraõà  SvaT_10.143b
vajrapràkàramaõóitam  KubjT_11.62d
vajramudraü nibodha me  SvaT_14.14b
vajramudràü pradar÷ayet  SvaT_14.15d
vajrametatprakãrtitam  SvaT_2.187d
vajrametatprakãrtitam  SvaT_2.187*1d
vajrarandhràntare yojya  KubjT_13.72a
vajravat syàïku÷opamaþ  VT_285b
vajravaióåryamaõóità  SvaT_10.260d
vajravaióåryasaprabhaiþ  SvaT_10.580b
vajra÷aktidharàü naumi  KubjT_22.46c
vajra÷aktidharàü naumi  KubjT_22.46c
vajra÷aktidharàü ÷ubhàm  KubjT_22.32b
vajra÷aïkhã nañã caiva  KubjT_21.57a
vajra÷çïkhaladhàriõãm  KubjT_22.39b
vajrasaïkhyàta madhyagam  KubjT_16.78d
vajrasàràdhikasàraü  SvaT_10.621c
vajrastambhamayaü divyaü  KubjT_11.63a
vajrahastaü sugarvitam  SvaT_9.31b
vajrahastà tu màlinã  KubjT_11.53b
vajrahastà tu vajrasthà  KubjT_19.26a
vajrahastà mahàbalàþ  KubjT_15.26d
vajraü cànekavarõàóhyaü  SvaT_2.126c
vajraü pãtaü vicintayet  SvaT_14.25b
vajraü ÷aktistathà daõóaþ  SvaT_2.125c
vajràïge 'pi tathà vàyau  SvaT_10.445c
vajràïgo nàma vai vàyuþ  SvaT_10.434c
vajràtreyo vi÷uddha÷ca  SvaT_10.1081a
vajràyudhadharàü saumyàü  KubjT_22.44a
vajràrgalasamopetaü  KubjT_11.53a
vajriõã kàmadhenavã  KubjT_15.24d
vajriõã tu mahàkàlã  KubjT_24.47c
vajriõã ÷akti daõóã ca  KubjT_14.87a
vajriõã ÷aktir avyayà  KubjT_17.97b
vajriõã ÷aktir avyayà  KubjT_24.31d
vajrãkaraõamastreõa  SvaT_2.187a
vajrãkaraõamastreõa  SvaT_2.187*1a
vajrã devaþ ÷atakratuþ  MrgT_1,1.18b
vajrendranãlavaióårya-  SUp_6.90a
vajro daüùñrã ca viùõupàþ  MrgT_1,13.135b
vajropalamahàvarùaü  VT_92a
va¤cakànàü ya÷asvini  KubjT_10.101b
va¤cayitvà mukhaü raveþ  GorS(1)_63d
va¤cituü yo na ÷akyeta  KubjT_23.16c
vañam a÷vatthakapilàü  SUp_7.88c
vañamàlàvalambinã  KubjT_16.106d
vañamàlàvibhåùitam  KubjT_18.51d
vañukasya tathà bhavet  KubjT_24.156d
vañendãkusumàrcità  KubjT_19.21d
vañendãvaramàlàbhiþ  KubjT_19.37a
vaóavàkhyaü tri÷ålordhvaü  KubjT_16.24c
vaóavànalakubjasthà  KubjT_17.30a
vaóavànalapåritaþ  KubjT_16.102d
vaóavànalamadhyasthà  KubjT_17.19a
vaóavànalamadhye tu  KubjT_16.102c
vaóavànala mantavyaü  KubjT_18.52a
vaóavànalam àråóho  KubjT_16.103c
vaóavànala-m-àsãnam  KubjT_16.69c
vaóavànalam àsãnam  KubjT_19.12c
vaóavànalam uttãrõà  KubjT_17.14a
vaóavànalayogasthaü  KubjT_18.76c
vaóavànalayogena  KubjT_16.95c
vaóavànalayogena  KubjT_17.10c
vaóavànalayogena  KubjT_17.29c
vaóavànalaråpeõa  KubjT_16.84c
vaóavànalaråpeõa  KubjT_16.103a
vaóavànalasandãptà  KubjT_17.17a
vaóavàmaõãndriyaü yadvan  KubjT_4.22c
vaõig vai làbham a÷nute  KubjT_22.64b
vatsaraþ ùaïguõena tu  SvaT_7.127d
vatsaràõàü ÷ate pårõe  SvaT_11.273c
vatsaràntaü na saü÷ayaþ  KubjT_12.44b
vatsaràrdhàdvaràrohe  SvaT_9.36a
vatsaràrdhànmriyeta saþ  SvaT_7.265d
vatsaràrdhe na saü÷ayaþ  SvaT_12.151b
vatsaràste prakãrtitàþ  SvaT_7.128d
vada ã÷àna sarvaj¤a  ToT_3.8a
vadate nàtha nàthas tvaü  KubjT_1.31c
vadate màlinã kas tvaü  KubjT_1.73a
vadate màlinã kruddhà  KubjT_1.76c
vadaty evaü kule÷varã  KubjT_1.34b
vadanaü ÷abdamãrayet  SvaT_4.259d
vada nàtha guõànandaü  KubjT_17.2c
vadanvighnairviruddhyate  MrgT_3.49b
vada bhåtalavàsinaþ  ToT_7.10b
vada mantrapadànvitam  KubjT_7.19b
vada mantraü suràdhipa  KubjT_23.91d
vada me parame÷vara  ToT_7.23d
vada me parame÷vara  ToT_10.8d
vadhikàrànvi÷odhayet  SvaT_10.385b
vadhituü tasya na kùamaþ  KubjT_3.7d
vadhåbãjena deve÷i  ToT_4.10a
vadhyate màryate tu saþ  KubjT_25.14d
vanamàlàvibhåùitam  SvaT_2.77b
vanavàsàntyajàtayaþ  KubjT_5.67d
vanaü pitçvanaü nàma  SvaT_10.187c
vane tarusamåhavat  SvaT_10.686d
vane yatnàt prayacchati  SUp_7.96b
vane và harmye và samakaranipàto himakaraþ  Saul_57d
vanopavanaùaõóai÷ca  SvaT_10.549a
vanopavanasaüyuktaü  KubjT_11.51c
vandinàüstotra÷abdena  SvaT_10.587c
vandibhi÷ca guõàste 'pi  SvaT_4.444a
vande svànanda-vigraham  GorS(2)_1b
vandhyà na jàyate nàrã  KubjT_9.49a
vapanti tvayy amã prabho  BhStc_43d
vapurno tàdç÷aü prabhoþ  MrgT_1,3.8b
vapurvihàrava÷ità  MrgT_4.48c
vapuùà tat samabhyaset  GorS(2)_88b
vapuùmàn ku÷asaüj¤ake  SvaT_10.288d
vapecca mohabhàvena  SvaT_11.108a
va-ma-madhyagatoddhçtya  KubjT_7.65c
'vayavàü÷ca yathàkramam  SvaT_10.1270b
vayasà yàdç÷ena ca  SvaT_11.110b
vayaü va¤cyàmahe 'dyàpi  BhStc_54c
vayaü sarvaguõe÷varàþ  KubjT_12.15b
varatràsatràõasphañikaguñikàpustakakaràm  Saul_15b
varadaü sarvatomukham  Stk_2.13d
varadaþ sàrvatomukhaþ  SvaT_10.1154b
