Yasodhara: Rasaprakasasudhakara 
Based on the ed. by Jivram Kalidas Sastri
Gondal : Rasasala Ausadhasram, 1940


Input by Oliver Hellwig



PADA INDEX


The transliteration emulates Devanagari script.
Therefore, word boundaries are usually not marked by blanks


___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ð             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ý             253   
visarga                 þ             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________





akùarà kuñajà tathà  YRps_9.7b
daradaü romade÷ãyaü  YRps_11.9a
daradaþ ÷ukatuõóàkhyo  YRps_6.75a
daradàkarùitaþ såto  YRps_6.78a
daradena samanvitam  YRps_4.18b
dar÷anãyàni ÷àstrataþ  YRps_10.1d
dalàkhyaü cà÷masaüj¤itam  YRps_6.2b
dalàkhyaü tàlakaü tacca  YRps_6.3a
da÷amåla÷çtenàpi  YRps_3.47c
da÷avarõasya gadyàõe  YRps_11.57a
da÷avàràõi óhàlayet  YRps_5.45d
dahanopalanirmitàm  YRps_2.60d
dàtavyaü bãjamuttamam  YRps_1.88b
dàtavyaü bhiùaguttamaiþ  YRps_1.89b
dàtavyaü vallamàtrakam  YRps_4.93b
dàtavyà tu tuùàgninà  YRps_2.83d
dàne rasàyane caiva  YRps_7.2c
dàne ÷astaü bhakùaõe dhàraõe ca  YRps_7.14d
dàpayenmatimàn bhiùak  YRps_11.87b
dàlayecca rase nàgaü  YRps_4.96a
dàha÷leùmonmàdavàtàdirogàn  YRps_7.10c
dàhe kçcchre dãpanaü pàcanaü ca  YRps_7.19c
dinakarasya kareõa su÷oùitaþ  YRps_3.31d
dinatrayaü taptakhalve  YRps_1.107c
dinatrayaü svedanakaü vidheyam  YRps_7.62a
dinatrayaü svedita÷ca  YRps_1.65e
dinamitaü suvimardya ca kanyakà-  YRps_3.20a
dinamukhe pratihanti subhakùitaþ  YRps_3.38c
dinamekamanàratam  YRps_2.73b
dinam ekaü tu vàrtikaiþ  YRps_11.62b
dinamekaü pramardayet  YRps_11.77d
dinamekaü pramardayet  YRps_11.78d
dinamekaü vi÷oùayet  YRps_2.94b
dinamekaü ÷ilàtale  YRps_1.46d
dinasaptakameva hi  YRps_4.49b
dinàni trãõi caiva hi  YRps_1.37b
dinàni trãõi tãvràgnau  YRps_11.13c
dinàni trãõi saüsvedya  YRps_1.68a
dinàni saptasaükhyàni  YRps_2.84a
dinànyevaü hi pa¤ca ca  YRps_13.3d
dinaikaü gharùayitvà tu  YRps_5.84c
dinaikaü tu dçóhàgninà  YRps_4.29b
dinaikena tu ni÷citam  YRps_4.28b
divasatrayamardità  YRps_10.18d
divasayugmamadhaþ kçtavahninà  YRps_3.21a
divasàrdhakameva hi  YRps_1.84d
divyauùadhãnàü nàmàni  YRps_9.1a
divyauùadhyo mahàbalàþ  YRps_9.9d
divyauùadhyo rasauùadhyaþ  YRps_1.10c
dãpanaü kuùñhahàri tat  YRps_6.10d
dãpanaü jàyate dhruvam  YRps_1.68d
dãpanaþ sarvadoùaghno  YRps_6.76c
dãpikàyantrakaü tathà  YRps_10.7b
dãptaü snigdhaü nirdalaü masçõaü vai  YRps_7.46a
dãptikçtpàcanaü param  YRps_4.117d
dãrghàyurdhanadhànyadharmasahitaþ pràpnoti saukhyaü param  YRps_3.65b
dugdhamadhye vipàcyainaü  YRps_13.3c
dugdhaudanaü tathà ràtrau  YRps_12.7a
durgandhà påtigandhà và  YRps_4.107a
durnàmapàüóughnamatãva balyaü  YRps_7.44c
durnàmànaü pàõóurogaü nihanyàt  YRps_7.16b
duùñaü tàrkùyaü cauùadhenopayojyaü  YRps_7.15c
dçóhataràmupakalpaya parpañãü  YRps_3.27c
dçóhatàyai ÷arãriõàm  YRps_5.26d
dçóhayà toyamçtsnayà  YRps_1.83b
dçóhavajrasamaü vapuþ  YRps_2.99d
dçóhavastreõa gàlayet  YRps_5.84d
dçóhàügàraiþ kharàgninà  YRps_1.129b
dçóhe caturguõe vastre  YRps_1.111c
dç÷yate khanijaü pràj¤ais  YRps_4.6c
dçùñapratyayayogo'yaü  YRps_2.17a
dçùñapratyayayogo'yaü  YRps_6.45c
dçùñapratyayayogo'yaü  YRps_11.21c
dçùñapratyayayogo'yaü  YRps_11.68c
dçùñapratyayayogo'yaü  YRps_12.8c
dçùñamevaü mayà khalu  YRps_11.130f
degayantramudãritam  YRps_10.7d
deyaü guüjàyugmamànaü ca samyak  YRps_8.18b
deyaü tadvallamàtraü hi  YRps_11.121c
devadàrubhavenàpi  YRps_2.83a
devãlatà kàlavarõã  YRps_9.30c
devã÷àstrànusàrataþ  YRps_1.27d
devã÷àstrànusàreõa  YRps_2.100c
devã÷àstreõa bhàùitam  YRps_5.89b
de÷ànàü suraràùñram uttamatamaü tatràpi jãrõàbhidhaþ  YRps_13.16a
dehalã dhamanàya vai  YRps_10.32b
dehalohakaraü param  YRps_5.35d
dehalohakaraü samyak  YRps_5.89a
dehalohakaraþ sadà  YRps_1.161b
dehalohakaraþ sadà  YRps_2.6b
dehalohakaràõi hi  YRps_1.77b
dehalohakaro netryo  YRps_6.86c
dehalohakaro bhavet  YRps_2.43b
dehalohaprasàdhakaþ  YRps_2.70b
dehalohàrthasiddhyarthaü  YRps_10.17c
dehaü lohaü ca matimàn  YRps_4.19e
dolà palabhalãyantram  YRps_10.2a
dolàyantreõa yàmau dvau  YRps_5.70c
dolàyaütre caturyàmaü  YRps_11.9c
dolàyaütreõa vàrtikaiþ  YRps_1.30d
dolàyaütreõa vàrtikaiþ  YRps_11.110d
dolàyaütreõa ÷udhyati  YRps_6.4f
dolàyaütreõa saüsvedya  YRps_2.31c
dolàyaütre tataþ svedyaþ  YRps_1.46a
dolàyàü svedayettataþ  YRps_1.109d
doùajànapi sarvàü÷ca  YRps_4.34c
doùatrayonmålanakaü tathaiva  YRps_7.35b
doùatrayonmålanakaü viùaghnam  YRps_7.44b
doùadåùyàdyapekùayà  YRps_3.52d
doùa÷ånyaü prajàyate  YRps_4.25d
doùa÷ånyaü prajàyate  YRps_5.15f
doùà÷caiva garodbhavà viùakçtà àgantujà naiva hi  YRps_4.20d
doùàþ pa¤ca samuddiùñàþ  YRps_1.26a
doùairmuktaü sarvakàryeùu ÷astam  YRps_7.11d
doùairyuktaü koñarairàvçtaü ca  YRps_7.12c
doùairyuktaü niùprabhaü puùparàgaü  YRps_7.18c
doùairyuktaü sarvathà tyàjyamebhiþ  YRps_7.9d
doùodbhåtaü sannipàtodbhavàü ca  YRps_8.16c
dravate naiva vahninà  YRps_10.20b
dravantã nãlinã caiva  YRps_9.24c
dravyàd vãryàt pàkata÷ca prabhàvàt  YRps_7.21b
dràkùà nãlotpalaü ÷amã  YRps_9.27d
dràvaõe saüpra÷asyate  YRps_6.77b
dràvayetsvarõamuttamam  YRps_11.56b
dràvayennàgaråpyaü ca  YRps_1.146c
dràvitaü måùayà yadà  YRps_5.88b
dràvitaü hema jàyate  YRps_11.37d
dràvite 'tra niyojitaþ  YRps_1.147b
dràvito óhàlitaþ samyak  YRps_5.122c
dràvyaü pa÷càó óhàlayellàkuce hi  YRps_11.32b
drutadràvam athojjvalam  YRps_4.95b
drutadràvaü ghàtasahaü  YRps_11.130e
drutamayaü ca sadàyasabhàjane  YRps_3.40c
drutipàtaü ca sarveùàü  YRps_1.8a
drutibandhaþ pa¤camo'sau  YRps_2.6a
drutibhiþ saha såtakam  YRps_2.52d
drutimelànakaü rase  YRps_1.9b
drutirvallapramàõikà  YRps_2.59b
drute gaüdhe hi nikùiptaü  YRps_5.95c
drute tàmraü su÷odhite  YRps_11.6d
drute tàmre tu sattvakam  YRps_11.121d
drute tàmre'tha lavaõaü  YRps_11.106c
drute tàmre 'thavà raupye  YRps_1.145c
drute nàge nimajjitam  YRps_11.74d
drute ÷ulvasya gadyàõe  YRps_11.75c
dvàtriü÷atpalamàtrakam  YRps_5.36b
dvàda÷àügulanimnakam  YRps_2.68b
dvàda÷àügulamàtrakam  YRps_10.36b
dvàda÷àügulavistàrà  YRps_10.30c
dvàda÷àügulavistãrõaü  YRps_2.68a
dvàda÷aiva hi doùàþ syur  YRps_1.29a
dvàraü ceùñikayà ruddhvà  YRps_10.33c
dvàraü tasyopari dhruvam  YRps_10.33b
dvikarùapramitaü rasam  YRps_11.100b
dviguõe triguõe caiva  YRps_1.116a
dvijapatãkùaõavannayanapradaþ  YRps_3.9b
dvijavareõa mayà prakañãkçtaþ  YRps_3.13f
dvitayayugmakçtaü parimudritam  YRps_3.37b
dvitãyaü nãlagandhi syàd  YRps_7.3c
dvitãyaü rasavedinà  YRps_4.3b
dvitãyaü svarõagairikam  YRps_6.79b
dvitãyà måùikà ÷ubhà  YRps_11.129d
dvitãyo dãpanasyaivaü  YRps_1.76a
dvitãyo råpyavimalo  YRps_5.91c
dvitrivàraü prayatnataþ  YRps_11.29d
dvitrivàreõa gàlayet  YRps_5.85d
dvida÷amaïgulameva sunimnakam  YRps_3.29b
dvida÷ayàmam athàgnimaho kuru  YRps_3.30c
dvida÷ayàmamadhaþkçtavahninà  YRps_3.16c
dvida÷ayàmamamuü paca vahninà  YRps_3.8b
dvipalaü rasakasya ca  YRps_11.115b
dvipalaü ÷uddhasåtaü ca  YRps_11.115a
dviprakàrà pra÷asyate  YRps_6.12b
dvividho rasakaþ proktaþ  YRps_5.118a
dvihastaü caturasrakam  YRps_10.41b
dvau bhàgau ceñ ñaïkaõaü daütibãjam  YRps_8.20b
dvau bhàgau cedvedasaükhyàþ ÷ilàyàþ  YRps_8.21b
dvau bhàgau ÷uddhatàmrasya  YRps_11.36a
dvau bhàgau ÷uddhahemajau  YRps_11.36b
dvau varõau vardhataþ samyak  YRps_11.57c
dvau varõau vardhate samyak  YRps_11.31a
dvyaügulaþ pçùñhavistàro  YRps_1.39a
dvyàhikaü ca sakalàn jvarànapi  YRps_8.13b
dhattårapuùpavaddãrghaü  YRps_10.21c
dhanurvàtaharaþ paraþ  YRps_6.84b
dhanurvàtàdikàn gadàn  YRps_4.103b
dhàtakã kadalã dårvà  YRps_9.27a
dhàtavo hemaråpyakau  YRps_1.148b
dhàtubaddharaso'pyayam  YRps_2.100d
dhàtubandhastçtãyo'sau  YRps_2.71a
dhàturatneùu pàrade  YRps_5.113d
dhàtuvàdavidhànena  YRps_1.103a
dhàtu÷odhanamàraõam  YRps_4.1b
dhàtånàü kautukaü paraü  YRps_11.1b
dhàtånàü raüjanaü kuryàd  YRps_6.31c
dhàtånàü ÷odhanaü caiva  YRps_1.6c
dhàtrãpatrarasenàpi  YRps_5.49a
dhànyakànyupari mu¤citàni cet  YRps_8.8a
dhànyasyàmlaiþ puùparàgasya ÷uddhiü  YRps_7.55c
dhànyàgniü tatra kàrayet  YRps_1.52d
dhànyàbhrakaü tataþ kçtvà  YRps_5.36a
dhànyàbhrakena tulyena  YRps_5.38a
dhànyàbhraü tulyaü paükena kçtvà ÷ràvaü tu pårayet  YRps_11.85/a
dhànyàbhraü pàcitaü ÷ubham  YRps_5.20b
dhànyàmle tuvarã kùiptà  YRps_6.15a
dhànyàmlena niùi¤cayet  YRps_2.74b
dhàraõe devatàrcane  YRps_7.2d
dhàrayecca matimàn sukhàvaham  YRps_7.51d
dhàrayedghañamadhye ca  YRps_1.62c
dhàrayed divasatrayam  YRps_1.63d
dhàritaü kharpare vare  YRps_11.118d
dhàritaü taü ca golakam  YRps_11.83d
dhàrità mastake'pi và  YRps_2.107d
dhàrito'sau mukhe samyak  YRps_2.17c
dhàrito'sau mukhe sàkùàd  YRps_2.11*a
dhåpayantraü nàbhiyantraü  YRps_10.4c
dhåmavedhaþ sa vij¤eyo  YRps_1.148c
dhåmaspar÷ena jàyante  YRps_1.148a
dhåmàkhyaþ ÷abdavedhaþ syàd  YRps_1.144a
dhåmrasyaivaü rodhanaü ca prakuryàc  YRps_8.23a
dhårtajairapi jayantikàdravaiþ  YRps_3.63b
dhårtatailamaheþphenaü  YRps_1.140a
dhårtataile trivàsaràn  YRps_2.81b
dhårtataile 'nnarà÷ike  YRps_2.10d
dhårtaparõaü prasånakam  YRps_13.6d
dhårtapuùpasamàkàrà  YRps_1.121a
dhårtabãjàni yatnataþ  YRps_2.28b
dhårtasyaivaü bãjakànãha ÷uddhàny  YRps_8.34c
dhårtàdbãjaü kàrayedvai tri÷aõaü  YRps_8.17c
dhçtvà måùàmadhomukhãm  YRps_5.126d
dhçtvà saüdaü÷ato varti-  YRps_6.47c
dhautaþ pa÷càcca kàüjikaiþ  YRps_1.107d
dhautaþ pa÷càcca kàüjikaiþ  YRps_2.66b
dhautaþ pa÷càd gavàü jalaiþ  YRps_2.78d
dhmàtaü ca tàmraråpaü hi  YRps_5.72c
dhmàtaü punardhmàya ÷ataü hi vàràn kvàthe kulatthasya hi nikùipecca  YRps_7.29/a
dhmàtaü rasàdàvapi yojanãyaü  YRps_7.36c
dhmàtà tu koùñhikàyantre  YRps_6.20a
dhmàtà satvaü vimu¤cati  YRps_6.15d
dhmàto mu¤cati sattvakam  YRps_5.94d
dhmànàd ra¤janakaü bhavet  YRps_1.156d
dhmàpayecca ÷anaiþ ÷anaiþ  YRps_11.113d
dhmàpayetkhadiràgninà  YRps_1.94d
dhmàpayet pårvavidhinà  YRps_5.42a
dhmàpayetsatataü bhiùak  YRps_11.45b
dhmàpayed andhamåùayà  YRps_1.144f
dhmàpayedyatnataþ sudhãþ  YRps_4.25b
dhmàpayedvajramåùayà  YRps_2.92b
dhmàpitaü koùñhikàyantre  YRps_5.29c
dhmàpitaü taü ca golakam  YRps_2.42b
dhmàpitaü dçóhamaügàrais  YRps_2.48c
dhmàpitaü bhastrayà khalu  YRps_2.40d
dhmàpitaü hi khalu vajrasaüj¤akaü màrayediti vadanti tadvidaþ  YRps_7.33/a
dhmàpitaþ khadiràügàrair  YRps_5.58c
na càtiprasçto bhavet  YRps_4.64b
na tu ÷uddhasya hemna÷ca  YRps_4.11a
nandinà parikãrtitam  YRps_6.82d
nandiràjena bhàùitam  YRps_1.137d
na bhavanti kadàcana  YRps_2.107f
na mu¤catyeva satataü  YRps_4.61c
nayanarogavinà÷akaro bhavet  YRps_3.22a
nara÷ca nàrã ca tathà tçtãyaü  YRps_7.20c
na rogairbàdhyate khalu  YRps_5.112d
na rogaivàrdhyate khalu  YRps_1.22b
navanãtasamas tena  YRps_2.13c
navanãtasamàni ca  YRps_11.135b
navanãtasamo varõaþ  YRps_2.88a
navanãtà rudravallã  YRps_9.4c
navamàlyarjuna÷caiva  YRps_3.49c
navavarõasamanvitam  YRps_5.79b
navasàrastathà såtaþ  YRps_11.11c
navàri chagaõàbhidhàþ  YRps_10.53d
na syàdyàvad bhairavasya prasàdas  YRps_7.65c
nàgabhasma prajàyate  YRps_4.98f
nàgabhasma prajàyate  YRps_11.15d
nàgamàraõakaü bhavet  YRps_4.99b
nàgavat sphårjate dhruvam  YRps_5.9b
nàgavallãdalarasair  YRps_5.23a
nàgavallyàstribindukàm  YRps_6.48d
nàgavaügasamudbhavàþ  YRps_1.28b
nàgavaügau tathaiva  YRps_4.2d
nàgasatvaü liügadoùa-  YRps_6.88a
nàgasya màraõaü proktaü  YRps_4.101c
nàgaü hitamato'nyathà  YRps_4.95d
nàgàbhraü dhmàpitaü samyak  YRps_5.9a
nàgàrjunãmålarasair  YRps_2.12c
nàgàrjunena kathitau  YRps_5.119c
nàginã sarpiõã tathà  YRps_9.2f
nàtisaükùepavistàràt  YRps_1.12c
nàtra kàryà vicàraõà  YRps_2.101b
nàtra kàryà vicàraõà  YRps_4.13d
nàtra kàryà vicàraõà  YRps_4.73d
nàtra kàryà vicàraõà  YRps_5.20d
nàtra kàryà vicàraõà  YRps_11.14d
nàtra kàryà vicàraõà  YRps_11.21b
nàtra kàryà vicàraõà  YRps_11.31b
nàtra kàryà vicàraõà  YRps_11.122b
nàthasundarabhàùitaþ  YRps_11.68d
nànubhåtaü na ceùñitam  YRps_2.58b
nàmamàtreõa kãrtitàþ  YRps_9.11d
nàmàni kathayàmyeùàü  YRps_1.27c
nàmàni kathitàni vai  YRps_1.25f
nàmnà mayåratutthaü hi  YRps_5.75c
nàmnà vodàra÷çïgakam  YRps_6.87d
nàràcã kà¤canã càja-  YRps_9.38c
nàrãõàü puùpahçt tattu  YRps_6.4a
nàrãü ramedvai cañakàyate'sau  YRps_12.13f
nàlaü kçtvà da÷àügulam  YRps_10.21b
nàlaü hi kecitpravadanti tajj¤àþ  YRps_6.55b
nàlikàü jalapàtrasthàü  YRps_1.57c
nàlikeraphalàdgràhyaü  YRps_13.4a
nàlikerã ca kharjårã  YRps_9.28a
nàlikerodare kùipet  YRps_13.3b
nà÷anaü paramaü sadà  YRps_5.4d
nà÷ayeccirakàlotthàþ  YRps_6.45e
nà÷ayedaruciü sadà  YRps_4.34d
nà÷ayeddhi taruõajvaràrikaþ  YRps_8.13c
nà÷ayeddhi viùamodbhavàn jvaràn  YRps_8.9c
nà÷aü karotãha jaràpamçtyoþ  YRps_6.32b
nàhã kanyà tathà soma-  YRps_9.31c
nikùiptaü mudritaü dçóham  YRps_2.40b
nikùiptaü råpyakçdbhavet  YRps_11.124d
nikùiptaü vallamàtrakam  YRps_1.104d
nikùiptaü ÷uddhapàradam  YRps_1.81d
nikùiptaü ÷uddhimçcchati  YRps_4.115b
nikùiptà kàüjike kçùõà  YRps_4.105a
nikùipto rasapårake  YRps_5.121b
nikhilanimbarasena vimarditaþ  YRps_3.2b
nighçùñaü ñaükaõenaiva  YRps_5.72a
nijahçdi ca sukaõñhe dhàrayiùyanti tajj¤àþ  YRps_2.109d
nidàghe tãvratàpàddhi  YRps_5.103a
nipatatyanyapàtre tu  YRps_1.112a
nimnatvena ùaóaïgulam  YRps_1.38d
nimbakàùñhena peùitaþ  YRps_2.13b
nimbåkadravasaüyutam  YRps_11.125d
nimbådràveõa måùayà  YRps_5.72b
nimbådràve nidhàpayet  YRps_11.134d
nimbårasena dhårtena  YRps_11.78a
nimbårasena saüpiùñvà  YRps_5.94a
nimbårasena saümardya  YRps_11.91c
nimbårasena saümardyaü  YRps_11.100c
nimbårasena saümardyo  YRps_1.71c
niyatayàmacatuùñayamamlake  YRps_3.2c
niyatayàmacatuùñayavahninà  YRps_3.4a
niyataü tridinàvadhi  YRps_2.74d
niyataü saptavàsaram  YRps_2.9b
niyàmanasudãpane  YRps_1.23d
nirãkùya pravadàmyaham  YRps_2.35d
nirãkùya yatnàtkçtameva samyak  YRps_4.118d
nirutthaü jàyate dhruvam  YRps_4.13b
nirutthaü bhasma jàyate  YRps_4.15d
nirutthaü lohajaü bhasma  YRps_4.77a
nirudhya ÷oùayitvàtha  YRps_5.125c
nirguüóã ca samàü÷àni  YRps_3.50c
nirguüóã dugdhikà tathà  YRps_2.104d
nirdiùñà mallamåùà yà  YRps_10.24a
nirbhàraü cecchulbavarõaü pravàlam  YRps_7.12b
nirbhàraü cetkomalaü càsragandhi  YRps_7.43a
nirbhàraü và pãtakàcàbhayuktaü  YRps_7.47c
nirmalatvam avàpnoti  YRps_1.44e
nirmalatvamavàpnoti  YRps_5.121c
nirmalaü hi prajàyate  YRps_6.64b
nirvàte nirjane de÷e  YRps_1.63c
nirvàte nirjane de÷e  YRps_2.87a
nirvàpitaü nimbujale  YRps_11.75a
nirvàpitaü bhavecchuddhaü  YRps_4.67c
nirvàpya tatkùaõàdeva  YRps_5.47a
nivartità sà mahatà javena  YRps_1.14d
niùi¤cet saptavàrakam  YRps_5.14d
niùecayedekadinaü  YRps_2.103c
niùkapramàõaü ca bhajetprabhàte  YRps_8.3b
niùkamàtraruciràü manaþ÷ilàü  YRps_8.10c
niùkamàtraü hi niþsaret  YRps_11.114b
niùpatraü cà÷masadç÷aü  YRps_6.3c
nistuùaü càùñapàlikam  YRps_12.1b
nistuùãkçtya cairaõóa-  YRps_6.6a
nihanti ca na saü÷ayaþ  YRps_2.106d
nihanti ca na saü÷ayaþ  YRps_4.103d
nihanti ca rasàyanam  YRps_4.56b
nihanti madhumehaü ca  YRps_5.131c
nihanti vàtodbhavakaü jvaraü ca  YRps_8.3d
nihantyeva na saü÷ayaþ  YRps_3.51d
nihantyeva na saü÷ayaþ  YRps_6.67f
nãlagandhi taducyate  YRps_7.5d
nãlagarbhàruõacchavi  YRps_7.5b
nãlajvàlàvãrudhaþ kandakeùu ghçùñaü gharme ÷oùitaü bhasmabhàvam  YRps_7.33/b
nãlaü nãlãpatrajàtai rasai÷ca  YRps_7.56a
nãlaü proktaü piõóitaü saptasaüj¤air  YRps_7.42c
nãlaü marakatacchàyaü  YRps_5.69c
nãlaü ÷vetaü karka÷aü ÷yàvaråkùaü  YRps_7.15a
nãlaþ pàràvacchaviþ  YRps_5.60b
nãlàüjanaü ca kathitaü  YRps_6.26c
nãlãguüjàvaràpathyàm-  YRps_5.33c
nçmåtre meùamåtrake  YRps_5.122b
netrarogapra÷amanaü  YRps_4.116c
netrarogaviùàpaham  YRps_6.25b
netrarogànapi sadà  YRps_4.33c
netravyàdhitridoùahà  YRps_6.14b
netravyàdhau ÷odhane ropaõe ca ÷reùñhaü proktaü karõarogapra÷àütyai  YRps_6.23/b
netràõyàhçtya matsyànàü  YRps_11.131a
netryaü hidhmarujàpahaü nigaditaü srotoüjanaü sarvadà  YRps_6.24d
nepàlade÷ajàd anyan  YRps_4.35c
nepàlaü mlecchade÷ajam  YRps_4.35b
neùñaü sadbhir bhakùaõe dhàraõe ca  YRps_7.12d
naiva ÷obhanamidaü vióåryakam  YRps_7.50d
no jàritaþ sàrita÷ca  YRps_1.131a
noditaü màraõaü tasya  YRps_5.117c
no sevyaü tannaiva deyaü dvijebhyaþ  YRps_7.18d
nyàya÷càyaü bhairaveõa pradiùñaþ  YRps_7.26c
paktvà dugdhena yàmakam  YRps_11.131b
pakvakumbhikaphalaü tathaiva ca  YRps_7.58d
pakvabandho jalaukà syàt  YRps_2.3a
pakvamåùà kulàlabhàõóaråpà yà dçóhà ca paripàcità  YRps_10.25/a
pakvamåùà prakartavyà  YRps_2.104a
pakvamåùeti sà proktà satvaradravya÷odhinã  YRps_10.25/b
pacetùoóa÷ayàmakam  YRps_11.80d
paced dvàda÷ayàmakam  YRps_11.116d
pacedyàmacatuùñayam  YRps_4.39b
pacedyàmàùñakaü samyak  YRps_11.109c
pacedyàmàüstu ùoóa÷a  YRps_11.101d
pa¤cakena samaü kuru  YRps_5.43b
pa¤cakolena saüyutà  YRps_3.44b
pa¤cagavyena mi÷ritam  YRps_5.42d
pa¤cadoùavinirmuktaü  YRps_4.39c
pa¤cabhàgasamanvite  YRps_11.5d
pa¤cavàram ataþ param  YRps_4.69b
pa¤cavàràõi càyàti  YRps_4.108c
pa¤cavàràhapuñakair  YRps_5.82a
pa¤càjenàtha mahiùã-  YRps_5.43a
pa¤cànàmapi nàmavarõaguõavadråpàõi samyagvidhau  YRps_6.22c
pa¤càügàrairdhametkùaõam  YRps_2.55b
pañara¤janakaü param  YRps_6.63f
pañena gàlitaü kçtvà  YRps_1.126a
pañolã ÷añhikà mårvà  YRps_9.15c
patatyeva na saü÷ayaþ  YRps_5.127d
patatyevamasaüdigdhaü  YRps_5.43c
pattravallã kàkinã ca  YRps_9.3c
patràõi lepayettena  YRps_4.9a
patràõyàdhàya yatnataþ  YRps_4.42b
patràõyàlepayettena  YRps_4.98a
patràõyeva tu kàrayet  YRps_4.8b
pathyaü sarvaü hi tadbhàõóe  YRps_4.117a
pathyaü saüjàyate nàmlaü  YRps_4.113e
padmaràgàbhidhaü ÷reùñhaü  YRps_7.3a
padmà jambãravallikà  YRps_9.37b
panasã ca jayantikà  YRps_9.33b
paramaü ca rasàyanam  YRps_5.90d
paramaü tadrasàyanam  YRps_5.104d
pariõàmabhavaü ÷ålaü  YRps_4.53*c
pariõàmàdi÷ålanut  YRps_6.72b
paritastrida÷àügulà  YRps_1.49b
paritaþ parvatàtsamyak  YRps_1.16a
parõakhaõóasahitai÷ca bhakùitaþ  YRps_8.9b
parõakhaõóikayà saha  YRps_1.164d
parpañã chidralambikà  YRps_9.32b
parpañã rasaràja÷ca  YRps_3.52a
parpañãü bhakùayetpràtas  YRps_3.43c
parpañyà÷cànupànakam  YRps_3.51b
parvate bhåmide÷eùu  YRps_4.6a
parvate marutàhvaye  YRps_5.68d
parvate himasamãpavartini  YRps_6.52a
palamàtraü tu såtakam  YRps_2.72d
palaü pårvamito lãóhvà  YRps_12.21a
palaü pradadyàdda÷abhàgadugdham  YRps_12.13b
palànyaùñau prakalpayet  YRps_11.77b
palà÷abãjasya tathà  YRps_2.52a
palà÷inã nàkulã ca  YRps_9.36a
palàùñamàtraü tàlaü tu  YRps_11.100a
palàùñamànaü tàlasya  YRps_6.6c
palitaü valibhiþ sàrdhaü  YRps_5.115a
pavanapittakaphakùayahàrakaþ  YRps_3.8c
pa÷càcca ÷oùayetsarvaü  YRps_11.62c
pa÷càccullyàü nive÷ayet  YRps_11.65b
pa÷càccullyàü samàropya  YRps_11.119c
pa÷càcchuddhatamo bhavet  YRps_11.9d
pa÷càtkulatthaje kvàthe  YRps_5.13c
pa÷càt koùñhyàü dhamecchuùkàn  YRps_5.40a
pa÷càt kùàreõa mardayet  YRps_1.68b
pa÷càt khalve nidhàyàtha  YRps_11.66c
pa÷càttaü mardayeddhãmàn  YRps_11.101a
pa÷càttàmrakçtàü måùàm aùñavallamitàü ÷ubhàm  YRps_11.84/a
pa÷càttàrarajaþ pçthak  YRps_11.112b
pa÷càttàü måùikàmadhye  YRps_11.136a
pa÷càttoyenaiva bhàvyaü ca cårõaü  YRps_8.23c
pa÷càtpuña÷ataü dadyàc  YRps_2.16a
pa÷càtsattvaü samuddhçtya  YRps_11.102a
pa÷càtsutãkùõamadirà  YRps_2.83c
pa÷càtsåtasya sevanam  YRps_1.160d
pa÷càdàkçùõakaõakàn  YRps_11.131c
pa÷càdiùñikacårõena  YRps_11.132c
pa÷càdenaü bhakùayedvai rasendraü  YRps_8.24a
pa÷càdenàü samuddharet  YRps_2.98d
pa÷càd golaü tu kàrayet  YRps_2.103d
pa÷càd dçóhe kàcamaye  YRps_11.19c
pa÷càd dvàtriü÷abhàgena  YRps_1.88a
pa÷càdyojyaü tulyabhàge ca råpye  YRps_11.123d
pa÷càdrajatabhasmakam  YRps_5.96d
pa÷càd rasenàbhivimardito'sau  YRps_3.62b
pa÷càdrecanamàcaret  YRps_1.160b
pa÷càdvidheyà guñikàþ  YRps_11.52a
pa÷cànmàraõakaü samyak  YRps_4.36c
pa÷cànmåùà kçtà tayà  YRps_10.19b
pàkaü vidadhyàdapi càgniyogàt  YRps_12.15b
